#SampleID	env_material	Collection_Date	BioSample
SRR10454103	Bulk soil	2016	SAMN13284096
SRR10454104	Bulk soil	2016	SAMN13284097
SRR10454105	Bulk soil	2016	SAMN13284098
SRR10454106	Bulk soil	2016	SAMN13284099
SRR10454107	Bulk soil	2016	SAMN13284100
SRR10454108	Bulk soil	2016	SAMN13284112
SRR10454109	Bulk soil	2016	SAMN13284102
SRR10454110	Bulk soil	2016	SAMN13284103
SRR10454111	Bulk soil	2016	SAMN13284104
SRR10454112	Bulk soil	2016	SAMN13284105
SRR10454113	Bulk soil	2016	SAMN13284106
SRR10454114	Bulk soil	2016	SAMN13284107
SRR10454115	Bulk soil	2016	SAMN13284108
SRR10454116	Bulk soil	2016	SAMN13284109
SRR10454117	Bulk soil	2016	SAMN13284110
SRR10454118	Bulk soil	2016	SAMN13284111
SRR10454119	Bulk soil	2016	SAMN13284123
SRR10454120	Bulk soil	2016	SAMN13284113
SRR10454121	Bulk soil	2016	SAMN13284114
SRR10454122	Bulk soil	2016	SAMN13284115
SRR10454123	Bulk soil	2016	SAMN13284116
SRR10454124	Bulk soil	2016	SAMN13284117
SRR10454125	Bulk soil	2016	SAMN13284118
SRR10454126	Bulk soil	2016	SAMN13284119
SRR10454127	Bulk soil	2016	SAMN13284120
SRR10454128	Bulk soil	2016	SAMN13284121
SRR10454129	Bulk soil	2016	SAMN13284122
SRR10454130	Bulk soil	2016	SAMN13284131
SRR10454131	Bulk soil	2016	SAMN13284124
SRR10454132	Bulk soil	2016	SAMN13284125
SRR10454133	Bulk soil	2016	SAMN13284126
SRR10454134	Bulk soil	2016	SAMN13284127
SRR10454135	Bulk soil	2016	SAMN13284128
SRR10454136	Bulk soil	2016	SAMN13284129
SRR10454137	Bulk soil	2016	SAMN13284130
SRR10454138	Bulk soil	2016	SAMN13284132
SRR10454139	Bulk soil	2016	SAMN13284133
SRR10454140	Bulk soil	2016	SAMN13284134
SRR10454141	Bulk soil	2016	SAMN13284146
SRR10454142	Bulk soil	2016	SAMN13284136
SRR10454143	Bulk soil	2016	SAMN13284137
SRR10454144	Bulk soil	2016	SAMN13284138
SRR10454145	Bulk soil	2016	SAMN13284139
SRR10454146	Bulk soil	2016	SAMN13284140
SRR10454147	Bulk soil	2016	SAMN13284141
SRR10454148	Bulk soil	2016	SAMN13284142
SRR10454149	Bulk soil	2016	SAMN13284143
SRR10454150	Bulk soil	2016	SAMN13284144
SRR10454151	Bulk soil	2016	SAMN13284145
SRR10454152	Bulk soil	2016	SAMN13284157
SRR10454153	Bulk soil	2016	SAMN13284147
SRR10454154	Bulk soil	2016	SAMN13284148
SRR10454155	Bulk soil	2016	SAMN13284149
SRR10454156	Bulk soil	2016	SAMN13284150
SRR10454157	Bulk soil	2016	SAMN13284151
SRR10454158	Bulk soil	2016	SAMN13284152
SRR10454159	Bulk soil	2016	SAMN13284153
SRR10454160	Bulk soil	2016	SAMN13284154
SRR10454161	Bulk soil	2016	SAMN13284155
SRR10454162	Bulk soil	2016	SAMN13284156
SRR10454163	Bulk soil	2016	SAMN13284213
SRR10454164	Bulk soil	2016	SAMN13284158
SRR10454165	Bulk soil	2016	SAMN13284159
SRR10454166	Bulk soil	2016	SAMN13284160
SRR10454167	Bulk soil	2016	SAMN13284161
SRR10454168	Bulk soil	2016	SAMN13284162
SRR10454169	Bulk soil	2016	SAMN13284168
SRR10454170	rhizosphere	2016	SAMN13284163
SRR10454171	rhizosphere	2016	SAMN13284164
SRR10454172	rhizosphere	2016	SAMN13284165
SRR10454173	rhizosphere	2016	SAMN13284166
SRR10454174	rhizosphere	2016	SAMN13284167
SRR10454175	Bulk soil	2016	SAMN13284179
SRR10454176	rhizosphere	2016	SAMN13284169
SRR10454177	rhizosphere	2016	SAMN13284170
SRR10454178	rhizosphere	2016	SAMN13284171
SRR10454179	rhizosphere	2016	SAMN13284172
SRR10454180	rhizosphere	2016	SAMN13284173
SRR10454181	rhizosphere	2016	SAMN13284174
SRR10454182	rhizosphere	2016	SAMN13284175
SRR10454183	rhizosphere	2016	SAMN13284176
SRR10454184	rhizosphere	2016	SAMN13284177
SRR10454185	rhizosphere	2016	SAMN13284178
SRR10454186	Bulk soil	2016	SAMN13284190
SRR10454187	rhizosphere	2016	SAMN13284180
SRR10454188	rhizosphere	2016	SAMN13284181
SRR10454189	rhizosphere	2016	SAMN13284182
SRR10454190	rhizosphere	2016	SAMN13284183
SRR10454191	rhizosphere	2016	SAMN13284184
SRR10454192	rhizosphere	2016	SAMN13284185
SRR10454193	rhizosphere	2016	SAMN13284186
SRR10454194	rhizosphere	2016	SAMN13284187
SRR10454195	rhizosphere	2016	SAMN13284188
SRR10454196	rhizosphere	2016	SAMN13284189
SRR10454197	Bulk soil	2016	SAMN13284201
SRR10454198	rhizosphere	2016	SAMN13284191
SRR10454199	rhizosphere	2016	SAMN13284192
SRR10454200	rhizosphere	2016	SAMN13284193
SRR10454201	rhizosphere	2016	SAMN13284194
SRR10454202	rhizosphere	2016	SAMN13284195
SRR10454203	rhizosphere	2016	SAMN13284196
SRR10454204	rhizosphere	2016	SAMN13284197
SRR10454205	rhizosphere	2016	SAMN13284198
SRR10454206	rhizosphere	2016	SAMN13284199
SRR10454207	rhizosphere	2016	SAMN13284200
SRR10454208	Bulk soil	2016	SAMN13284212
SRR10454209	rhizosphere	2016	SAMN13284202
SRR10454210	rhizosphere	2016	SAMN13284203
SRR10454211	rhizosphere	2016	SAMN13284204
SRR10454212	rhizosphere	2016	SAMN13284205
SRR10454213	rhizosphere	2016	SAMN13284206
SRR10454214	rhizosphere	2016	SAMN13284207
SRR10454215	rhizosphere	2016	SAMN13284208
SRR10454216	rhizosphere	2016	SAMN13284209
SRR10454217	rhizosphere	2016	SAMN13284210
SRR10454218	rhizosphere	2016	SAMN13284211
SRR10454219	Bulk soil	2015	SAMN13283673
SRR10454220	Bulk soil	2015	SAMN13283674
SRR10454221	Bulk soil	2015	SAMN13283675
SRR10454222	Bulk soil	2015	SAMN13283676
SRR10454223	Bulk soil	2015	SAMN13283684
SRR10454224	Bulk soil	2015	SAMN13283677
SRR10454225	Bulk soil	2015	SAMN13283678
SRR10454226	Bulk soil	2015	SAMN13283679
SRR10454227	Bulk soil	2015	SAMN13283680
SRR10454228	Bulk soil	2015	SAMN13283681
SRR10454229	Bulk soil	2015	SAMN13283682
SRR10454230	Bulk soil	2015	SAMN13283683
SRR10454231	Bulk soil	2015	SAMN13283693
SRR10454232	Bulk soil	2015	SAMN13283685
SRR10454233	Bulk soil	2015	SAMN13283686
SRR10454234	Bulk soil	2015	SAMN13283687
SRR10454235	Bulk soil	2015	SAMN13283688
SRR10454236	Bulk soil	2015	SAMN13283689
SRR10454237	Bulk soil	2015	SAMN13283690
SRR10454238	Bulk soil	2015	SAMN13283691
SRR10454239	Bulk soil	2015	SAMN13283692
SRR10454240	Bulk soil	2015	SAMN13283701
SRR10454241	Bulk soil	2015	SAMN13283694
SRR10454242	Bulk soil	2015	SAMN13283695
SRR10454243	Bulk soil	2015	SAMN13283696
SRR10454244	Bulk soil	2015	SAMN13283697
SRR10454245	Bulk soil	2015	SAMN13283698
SRR10454246	Bulk soil	2015	SAMN13283699
SRR10454247	Bulk soil	2015	SAMN13283700
SRR10454248	Bulk soil	2015	SAMN13283702
SRR10454249	Bulk soil	2015	SAMN13283703
SRR10454250	Bulk soil	2015	SAMN13283704
SRR10454251	Bulk soil	2015	SAMN13283705
SRR10454252	Bulk soil	2015	SAMN13283706
SRR10454253	Bulk soil	2015	SAMN13283707
SRR10454254	Bulk soil	2015	SAMN13283708
SRR10454255	rhizosphere	2015	SAMN13283709
SRR10454256	rhizosphere	2015	SAMN13283710
SRR10454257	rhizosphere	2015	SAMN13283711
SRR10454258	rhizosphere	2015	SAMN13283712
SRR10454259	rhizosphere	2015	SAMN13283713
SRR10454260	Bulk soil	2015	SAMN13283716
SRR10454261	rhizosphere	2015	SAMN13283714
SRR10454262	rhizosphere	2015	SAMN13283715
SRR10454263	rhizosphere	2015	SAMN13283717
SRR10454264	rhizosphere	2015	SAMN13283718
SRR10454265	rhizosphere	2015	SAMN13283719
SRR10454266	rhizosphere	2015	SAMN13283720
SRR10454267	rhizosphere	2015	SAMN13283721
SRR10454268	Bulk soil	2015	SAMN13283723
SRR10454269	Bulk soil	2015	SAMN13283722
SRR10454270	Bulk soil	2015	SAMN13283753
SRR10454271	Bulk soil	2015	SAMN13283724
SRR10454272	Bulk soil	2015	SAMN13283725
SRR10454273	rhizosphere	2015	SAMN13283726
SRR10454274	rhizosphere	2015	SAMN13283727
SRR10454275	rhizosphere	2015	SAMN13283728
SRR10454276	Bulk soil	2015	SAMN13283732
SRR10454277	rhizosphere	2015	SAMN13283729
SRR10454278	rhizosphere	2015	SAMN13283730
SRR10454279	rhizosphere	2015	SAMN13283731
SRR10454280	Bulk soil	2015	SAMN13283739
SRR10454281	rhizosphere	2015	SAMN13283733
SRR10454282	rhizosphere	2015	SAMN13283734
SRR10454283	rhizosphere	2015	SAMN13283735
SRR10454284	rhizosphere	2015	SAMN13283736
SRR10454285	rhizosphere	2015	SAMN13283737
SRR10454286	rhizosphere	2015	SAMN13283738
SRR10454287	Bulk soil	2015	SAMN13283740
SRR10454288	rhizosphere	2015	SAMN13283741
SRR10454289	rhizosphere	2015	SAMN13283742
SRR10454290	rhizosphere	2015	SAMN13283743
SRR10454291	rhizosphere	2015	SAMN13283744
SRR10454292	rhizosphere	2015	SAMN13283745
SRR10454293	rhizosphere	2015	SAMN13283746
SRR10454294	rhizosphere	2015	SAMN13283747
SRR10454295	rhizosphere	2015	SAMN13283748
SRR10454296	rhizosphere	2015	SAMN13283749
SRR10454297	rhizosphere	2015	SAMN13283750
SRR10454298	rhizosphere	2015	SAMN13283751
SRR10454299	rhizosphere	2015	SAMN13283752
SRR10454300	Bulk soil	2015	SAMN13283782
SRR10454301	Bulk soil	2015	SAMN13283754
SRR10454302	Bulk soil	2015	SAMN13283755
SRR10454303	Bulk soil	2015	SAMN13283756
SRR10454304	Bulk soil	2015	SAMN13283757
SRR10454305	Bulk soil	2015	SAMN13283758
SRR10454306	Bulk soil	2015	SAMN13283759
SRR10454307	Bulk soil	2015	SAMN13283760
SRR10454308	Bulk soil	2015	SAMN13283761
SRR10454309	Bulk soil	2015	SAMN13283762
SRR10454310	Bulk soil	2015	SAMN13283763
SRR10454311	Bulk soil	2015	SAMN13283764
SRR10454312	Bulk soil	2015	SAMN13283765
SRR10454313	Bulk soil	2015	SAMN13283766
SRR10454314	Bulk soil	2015	SAMN13283767
SRR10454315	Bulk soil	2015	SAMN13283768
SRR10454316	Bulk soil	2015	SAMN13283769
SRR10454317	Bulk soil	2015	SAMN13283770
SRR10454318	Bulk soil	2015	SAMN13283773
SRR10454319	Bulk soil	2015	SAMN13283771
SRR10454320	Bulk soil	2015	SAMN13283772
SRR10454321	Bulk soil	2015	SAMN13283774
SRR10454322	Bulk soil	2015	SAMN13283775
SRR10454323	Bulk soil	2015	SAMN13283776
SRR10454324	Bulk soil	2015	SAMN13283777
SRR10454325	Bulk soil	2015	SAMN13283778
SRR10454326	Bulk soil	2015	SAMN13283779
SRR10454327	Bulk soil	2015	SAMN13283780
SRR10454328	Bulk soil	2015	SAMN13283781
SRR10454329	Bulk soil	2015	SAMN13283785
SRR10454330	Bulk soil	2015	SAMN13283783
SRR10454331	Bulk soil	2015	SAMN13283784
SRR10454332	Bulk soil	2015	SAMN13283789
SRR10454333	Bulk soil	2015	SAMN13283786
SRR10454334	Bulk soil	2015	SAMN13283787
SRR10454335	Bulk soil	2015	SAMN13283788
SRR10454336	Bulk soil	2015	SAMN13283790
SRR10454337	Bulk soil	2015	SAMN13283791
SRR10454338	Bulk soil	2015	SAMN13283792
SRR10454339	rhizosphere	2015	SAMN13283793
SRR10454340	rhizosphere	2015	SAMN13283794
SRR10454341	rhizosphere	2015	SAMN13283795
SRR10454342	rhizosphere	2015	SAMN13283796
SRR10454343	rhizosphere	2015	SAMN13283797
SRR10454344	rhizosphere	2015	SAMN13283798
SRR10454345	rhizosphere	2015	SAMN13283799
SRR10454346	rhizosphere	2015	SAMN13283800
SRR10454347	rhizosphere	2015	SAMN13283801
SRR10454348	rhizosphere	2015	SAMN13283802
SRR10454349	rhizosphere	2015	SAMN13283803
SRR10454350	rhizosphere	2015	SAMN13283804
SRR10454351		2016	SAMN13283805
SRR10454352	rhizosphere	2015	SAMN13283806
SRR10454353	rhizosphere	2015	SAMN13283807
SRR10454354	rhizosphere	2015	SAMN13283808
SRR10454355	rhizosphere	2015	SAMN13283809
SRR10454356	rhizosphere	2015	SAMN13283810
SRR10454357	rhizosphere	2015	SAMN13283811
SRR10454358	rhizosphere	2015	SAMN13283812
SRR10454359	rhizosphere	2015	SAMN13283813
SRR10454360	rhizosphere	2015	SAMN13283814
SRR10454361	Bulk soil	2015	SAMN13283815
SRR10454362	Bulk soil	2015	SAMN13283816
SRR10454363	Bulk soil	2015	SAMN13283817
SRR10454364	Bulk soil	2015	SAMN13283818
SRR10454365	Bulk soil	2015	SAMN13283819
SRR10454366	Bulk soil	2015	SAMN13283820
SRR10454367	Bulk soil	2015	SAMN13283821
SRR10454368	Bulk soil	2015	SAMN13283822
SRR10454369	Bulk soil	2015	SAMN13283823
SRR10454370	rhizosphere	2015	SAMN13283824
SRR10454371	rhizosphere	2015	SAMN13283825
SRR10454372	rhizosphere	2015	SAMN13283826
SRR10454373	rhizosphere	2015	SAMN13283827
SRR10454374	rhizosphere	2015	SAMN13283828
SRR10454375	rhizosphere	2015	SAMN13283829
SRR10454376	rhizosphere	2015	SAMN13283830
SRR10454377	rhizosphere	2015	SAMN13283831
SRR10454378	rhizosphere	2015	SAMN13283832
SRR10454379	rhizosphere	2015	SAMN13283833
SRR10454380	rhizosphere	2015	SAMN13283834
SRR10454381	rhizosphere	2015	SAMN13283835
SRR10454382	rhizosphere	2015	SAMN13283836
SRR10454383	rhizosphere	2015	SAMN13283837
SRR10454384	rhizosphere	2015	SAMN13283838
SRR10454385	rhizosphere	2015	SAMN13283839
SRR10454386	rhizosphere	2015	SAMN13283840
SRR10454387	rhizosphere	2015	SAMN13283841
SRR10454388	rhizosphere	2015	SAMN13283842
SRR10454389	rhizosphere	2015	SAMN13283843
SRR10454390	rhizosphere	2015	SAMN13283844
SRR10454391	rhizosphere	2015	SAMN13283845
SRR10454392	rhizosphere	2015	SAMN13283846
SRR10454393	Bulk soil	2015	SAMN13283849
SRR10454394	rhizosphere	2015	SAMN13283847
SRR10454395	rhizosphere	2015	SAMN13283848
SRR10454396	Bulk soil	2015	SAMN13283855
SRR10454397	rhizosphere	2015	SAMN13283850
SRR10454398	rhizosphere	2015	SAMN13283851
SRR10454399	rhizosphere	2015	SAMN13283852
SRR10454400	rhizosphere	2015	SAMN13283853
SRR10454401	rhizosphere	2015	SAMN13283854
SRR10454402	Bulk soil	2015	SAMN13283860
SRR10454403	Bulk soil	2015	SAMN13283856
SRR10454404	Bulk soil	2015	SAMN13283857
SRR10454405	Bulk soil	2015	SAMN13283858
SRR10454406	Bulk soil	2015	SAMN13283859
SRR10454407	Bulk soil	2015	SAMN13283861
SRR10454408	Bulk soil	2015	SAMN13283862
SRR10454409	Bulk soil	2015	SAMN13283863
SRR10454410	Bulk soil	2015	SAMN13283864
SRR10454411	Bulk soil	2015	SAMN13283865
SRR10454412	Bulk soil	2015	SAMN13283866
SRR10454413	Bulk soil	2015	SAMN13283867
SRR10454414	Bulk soil	2015	SAMN13283868
SRR10454415	Bulk soil	2015	SAMN13283872
SRR10454416	Bulk soil	2015	SAMN13283869
SRR10454417	Bulk soil	2015	SAMN13283870
SRR10454418	Bulk soil	2015	SAMN13283871
SRR10454419	Bulk soil	2015	SAMN13283879
SRR10454420	Bulk soil	2015	SAMN13283873
SRR10454421	Bulk soil	2015	SAMN13283874
SRR10454422	Bulk soil	2015	SAMN13283875
SRR10454423	Bulk soil	2015	SAMN13283876
SRR10454424	Bulk soil	2015	SAMN13283877
SRR10454425	Bulk soil	2015	SAMN13283878
SRR10454426	Bulk soil	2015	SAMN13283883
SRR10454427	Bulk soil	2015	SAMN13283880
SRR10454428	Bulk soil	2015	SAMN13283881
SRR10454429	Bulk soil	2015	SAMN13283882
SRR10454430	Bulk soil	2015	SAMN13283884
SRR10454431	Bulk soil	2015	SAMN13283885
SRR10454432	Bulk soil	2015	SAMN13283886
SRR10454433	Bulk soil	2015	SAMN13283887
SRR10454434	Bulk soil	2015	SAMN13283888
SRR10454435	Bulk soil	2015	SAMN13283889
SRR10454436	Bulk soil	2015	SAMN13283890
SRR10454437	Bulk soil	2015	SAMN13283891
SRR10454438	Bulk soil	2015	SAMN13283892
SRR10454439	Bulk soil	2015	SAMN13283893
SRR10454440	Bulk soil	2015	SAMN13283894
SRR10454441	Bulk soil	2015	SAMN13283895
SRR10454442	Bulk soil	2015	SAMN13283896
SRR10454443	Bulk soil	2015	SAMN13283897
SRR10454444	Bulk soil	2015	SAMN13283898
SRR10454445	Bulk soil	2015	SAMN13283899
SRR10454446	Bulk soil	2015	SAMN13283904
SRR10454447	rhizosphere	2015	SAMN13283900
SRR10454448	rhizosphere	2015	SAMN13283901
SRR10454449	rhizosphere	2015	SAMN13283902
SRR10454450	rhizosphere	2015	SAMN13283903
SRR10454451	Bulk soil	2015	SAMN13283910
SRR10454452	rhizosphere	2015	SAMN13283905
SRR10454453	rhizosphere	2015	SAMN13283906
SRR10454454	rhizosphere	2015	SAMN13283907
SRR10454455	rhizosphere	2015	SAMN13283908
SRR10454456	rhizosphere	2015	SAMN13283909
SRR10454457	Bulk soil	2015	SAMN13283915
SRR10454458	rhizosphere	2015	SAMN13283911
SRR10454459	rhizosphere	2015	SAMN13283912
SRR10454460	rhizosphere	2015	SAMN13283913
SRR10454461	rhizosphere	2015	SAMN13283914
SRR10454462	Bulk soil	2015	SAMN13283918
