Feature ID	Taxon	Confidence
d6184649945ae2b3650409f35cd48fd1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7522498383714393
c0fbe8c1e05b065a8819d3b16f36c4fe	Unassigned	0.5332558886588918
e7fa4ec398a1edd87d74c82d9ba29840	Unassigned	0.32329928081512904
2825f2a4246d41fae50836ce54f72ef8	d__Bacteria	0.794935671723669
cda57e521498f1a2de34425c0459d8ee	d__Bacteria	0.7631374016682986
6cfb87ec48ed803151cc431b91d647fe	d__Bacteria	0.7281002782726761
5f4ef774d024632906acc8d4a8e2170f	Unassigned	0.4209322135403156
b4282bef6b047bb21dcf2071546dfc43	d__Bacteria	0.8150590324315145
e2bc97da090d245f7f3449f9b8db9876	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7177002939234882
441add7be8a42f41678d249fa9de4bb3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7287276228477686
83fb48f6a9f8942d382e3a27311dbd24	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8749707375831721
afd1b902b7a1c9e488435a393edb83d5	Unassigned	0.38190191379083893
73ecbdb599ba69f08725cabe41a20524	Unassigned	0.572632033501756
f2335dd976e497309b53d8ae98426e87	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.804727060402204
8dbab2fa2e354b62aec62a09122f8e77	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9388318412903093
3ebcfedd5700395a3970b3dbcf5b9de2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9406217525673741
9bb0f87f7870f61ed3e98c1762a5b6fe	Unassigned	0.4749778403775937
6eb21557ba36428e61170dc49fca795a	d__Bacteria	0.8314871671153167
318047912296000bc6bd8772c3397f3c	Unassigned	0.3328565218549364
d96ac6e9ace170e6eb24c68848310086	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8085311676666217
1c6aeddfb1ad942590f01b24078dbef0	d__Bacteria	0.8667223071052244
cb4ae971715382380be6ee602e9885e7	Unassigned	0.41338731455921107
a2595e3c50f46b1ebf21c01755d12209	Unassigned	0.3095756802132099
0ff3606e6d441fe5f3f14d4194bf46d2	d__Bacteria	0.7057929944858096
12d0d607a39f00e2c5321c0355124443	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7961169896390691
a8d613cd9feec97d45578e92b94b3dca	Unassigned	0.33939982546836356
bb2942e9feccc6cffcfdd80236c032ac	Unassigned	0.33250311216586703
4cdad974667dc8eb5644df69ffbd7985	Unassigned	0.4900963062243777
8ea49e3f38b998f925d8795ac7b5ee03	d__Bacteria	0.8134763560995208
101dfce8c7dc6487fa97d86bca9403f6	Unassigned	0.40014042187476795
5903eb113cf5171426add9e6bc10b1a6	Unassigned	0.3816335020478753
230b18eb5212ebca75794d8fa71ec664	d__Eukaryota	0.7997910524495837
719aae9236d368c4bcf01cce51938fe9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8790624866832863
f3816faae7e08db8faa3cefefbffef65	d__Bacteria	0.7102267778968971
2e1fcbcadde51dbc0add87eddfd5eaca	Unassigned	0.30926080405038814
97176c0b12389912c52c4cd734ee867d	Unassigned	0.3522236179624266
bf1dbea392a66a8bf911459f7084f2b5	d__Bacteria	0.8227805912421583
1ae359fb442052163c5f839cae44ed78	Unassigned	0.408662392888985
a30f4daeb46e723ad779fe27d06533db	Unassigned	0.387463967981837
92a72e5ff68fca9766db9721a05df355	d__Bacteria	0.743752598595845
483ff4b846cf1a5caa5cf0df170c1676	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8136072620860467
12a47429b930f52ecc30ae9e83ea69a5	Unassigned	0.3430085042193073
711ac73d3a0299ddca4bf06680eeee54	d__Eukaryota	0.7879840058456709
163b43116d2af263c6e2f47186108b1f	Unassigned	0.5035021574996356
06e2be3bd955a5ca17174bfbeced69c7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9141532807581743
ed2386d9d6d4f60683d5b5b58ae579bc	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7186145032581596
bde456b9fe0065409ea1b72a51b735c9	Unassigned	0.3714777705151898
97577ae6c4ac39797856eb903ea25686	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8832555455692577
9b51f623f969c400b2507ffcab8353ab	Unassigned	0.4427101008322807
9d03e1ad6023825339767b944e8fd2f7	Unassigned	0.40151080470306033
c182c157a45345a15715d2f37247c13d	d__Bacteria	0.7916750003929964
e60ed436e67cfcfbde39b2800717ef93	d__Bacteria	0.8031252162076797
f952a5c4893510c4caf9eb38071e9195	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7988592509680646
3a97e9e908ee4e01a819bbff63110deb	d__Bacteria	0.7978659834579173
5b45f25c6111050ab0fafec9f0cc76e4	Unassigned	0.34137843521768707
dba491f968f41369d0f8f1e7bab61f12	Unassigned	0.32260454486347534
975db3d10a46d5555d46e9f8dee392ea	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9043325646772441
49e983a21ed0cc87a2a64afc2fc75bdf	d__Bacteria	0.7317930787166035
3458b8669d10c44b6afc098352e10d3a	Unassigned	0.6205609089768991
a6df6aef523edfeaf2899266c2ec590b	Unassigned	0.356580065412763
9af2ef01117c0b2e529d1a0be8431f62	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8422521159543387
42a982abf48ed7a694772e62e167bf0a	Unassigned	0.40893867656495486
03e1e99cdbfac8dd5300d892cdab27ae	Unassigned	0.3403808506693856
ece43d5f521f9b3fb048e28f41bf937c	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7960106619971415
d22c741c935ae5643bf34e2ae49c07f3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8472994700559913
f0246123cbe0d6cf85cc83e42f26a024	Unassigned	0.38583654372578113
63f2d6f9d0206073ee7858e71bc2447d	Unassigned	0.33167306555488973
7ff1ca08e9e49151f5668082088dcc16	d__Bacteria	0.8023249198275682
6201dd68a0f2f52050035a8c9648e97f	Unassigned	0.4102100753172363
12d4460811613060cf88893b118b8fbe	d__Bacteria	0.9219481523268243
27acf2cd42d18d4f30eb1fc0be08aa8f	d__Bacteria	0.815776372343624
2fb30b128e125a8814f1d5f8dfd62160	d__Bacteria	0.8243655152078112
5df3bb808dade6e5a3ed1716a3f29211	d__Bacteria	0.7569556216016439
3bdb07d89431ea5a5f97739f588fc507	d__Bacteria	0.7759418100866042
ccc5fab056733384506fbb0984e59ef9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.928448842316419
9ad0c0a7c13fe20bd6b94336732a45ae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.867959040037353
16dabc6df7c48c5dd3da89d23590abce	Unassigned	0.4594823600977874
a0e9d3880e0a106498b27f7dc941bd09	d__Bacteria	0.734524777390606
a28edd2135ce00fd667165dd42792830	d__Bacteria	0.8694724325568639
60ca7e2b63486f4a23b6f648b2d2ae18	Unassigned	0.4132394565225378
380a7617500b293d534723e8978669a4	Unassigned	0.45909758747684704
28ef23cdaef2c771e30c0a1ef778d1e5	d__Bacteria	0.8453603798879271
43a1fff9ba1597c6a174a4b4cc0e2ab9	Unassigned	0.5842091494947963
cc08011ef892cbbd7c972c0e616c648d	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8273802123364014
76a3b76721d49dd6949f83949bc9bd47	d__Bacteria	0.7810368518008783
871388cad76c3a6cdecc4ef13ff62629	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8998551460856162
1d74f6621681d574568a0f6187e587c2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8212459517995352
8a3cd1e5274d3f24125e6304c07389a1	Unassigned	0.3941872304843841
71ea7d25f768119262c8325f37933144	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9578424787717701
1cfcbdbac6f633ec442acc2a03318234	Unassigned	0.4301722630573459
926a3b74f6436e355e80ef5b7b8a1837	Unassigned	0.31390992571955567
aeec4b35339ac77edd650759776bfc84	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9121806105390621
ef3bc55f50b98c524081dec07acae38b	d__Bacteria	0.7728563481270984
7827d59bd773d19623a28e65205b6811	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9022475940380338
d2beec782c934d8898abb354b14eccec	Unassigned	0.35220733353347833
aacbd0b75487a707e6441eee84e66f09	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7982789009815073
98b6d6de43a1c998ffce1c8534f39ee6	Unassigned	0.46957615990739365
bb2336cc637c8d715e846ee46029022e	Unassigned	0.3793737288831024
df77eae5a209c57391786a833e4e9644	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.837757904691688
de8a647290daa02fa78ce69e07d2d05b	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7929424380259833
16286992b93ac7e2ddbb7d9b28be2fa8	d__Bacteria	0.9104126832278662
ef8818801e8043339b2f5ac9c2fe22fb	d__Bacteria	0.8556691131449308
c4aad06814c0343d0980096383e97b18	Unassigned	0.31089572069359006
caf645369c35f957193fd1e5012330d4	Unassigned	0.40767732417831737
e4cf568924beb89b53b43018ef8b65c9	d__Bacteria	0.8300753407656054
027c9bc9dc79be17550367bf6da00607	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8005943783365184
69b5fafd5d940d073ac7aedd9ac69e8d	Unassigned	0.48014589442650724
4cc1c16586a9dbed8f00beb9b9ad12dd	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8904910834633952
1fb077859611920a2644d34ee3124d83	d__Bacteria	0.7640101653082197
1aba8f5836b84aa19e253f3c484ed89a	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7694375898214924
7e93855c9eb612294a46a0295bf05636	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7199157974770539
dfd21ebcab705cc77481c673b789006b	Unassigned	0.5247629123995114
c90d2077cdaa8d5451741cc1326949ab	Unassigned	0.4293557987967942
f6a70c7b193f7e28dcc94691a506082c	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8926615305574005
572b4d9649bcc0801c3c2e3b5acb8b90	Unassigned	0.3870514515622019
63bdffeea1f396a235a0aec44c29ae1f	d__Bacteria	0.8881667921372861
9414b48dff4757e6b68ca2339181934d	Unassigned	0.3647701715962468
566e31a4fcc50fb40dadb69f4d40135e	d__Bacteria	0.7590315197376343
1d0dd06db67a1e5cc6981f53c1b7dcaa	Unassigned	0.3749906281567046
a434aa66426bfbe4fc01c8b14598d55a	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7666065993032386
2343970bd0f120bcaf311566b2c91963	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7696578840086337
d88f12eb8a68bd568072f7603012f4ea	Unassigned	0.30609067441963334
6abc8ecaf267b2fc40d341b974a332cd	d__Bacteria	0.7750619125933048
c1d8e6474e53a1931653f07f6be0c233	Unassigned	0.4000789957413956
46eb830db2c0bd74c2d4ceb346a01a3f	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8882292574219217
6f32129b66b1a7ad4164b11aa4c7bcc4	d__Bacteria	0.8345514353652519
837ece62fe03a680e2b2f161c76a9482	d__Bacteria	0.8243192733155713
2e379f5406cdc340ff1eef24b1b41fa5	Unassigned	0.33937692295878474
0f9aae9284679b91a3e33907d45e83fd	Unassigned	0.3864419297372568
30fd8d7f67376dfddd98c20affa4d279	Unassigned	0.3221040398549605
06459f45a5886d1483c19983c1f3ef3f	d__Bacteria	0.7917703842741095
9ffa6f5c1fff0ebebbfabed3ec5dab53	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7254701856859644
582b8a44d203d74367021bdd19c9184c	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8275961703181721
e2b140b05f4604506a7ba73c7d89a86e	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8024025822840861
e2b8ef3b909768b2369dba93ef20b376	d__Bacteria	0.9000654271259672
3170fef6b8cc9d1a7db4b9b254081fe1	d__Bacteria	0.8300197960111378
bf8debbad740fe01f709a11d5667e64a	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7423512870127709
a129aa4228e7bf13d206079ac4d98ab5	d__Bacteria	0.7667359213037355
091bf331113722fe814c53a29980ba5a	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.78828384883575
5c984960d33893eb2d8b5af8e32b8720	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7288022796767091
199b5059ffc28b7e917618edabbe79b7	d__Bacteria	0.7572884029724317
14bc1879eee458a4853b69f52d5ebcae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8345624232973679
26dcf5b98f188b091da96f995b01d25f	Unassigned	0.37901478510091724
02cce5e05ca97d56074fa3a00c4db024	d__Bacteria	0.760322097785215
3725eff9a61a10c7b9b5b53842f48d7b	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9017469262182514
716b94b9300c045cfc71a5d31390b6cf	d__Bacteria	0.7533646247651394
36d1d1a85b844ab20d5893ad038975f7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8182712775375439
f3f079c7bd846dea334f208a980320a4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7083688182601968
68bf53ff6b6c0503b4047acc89bafdac	Unassigned	0.553438249743674
848009391549e8aa572352f69345dd30	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7378198834302514
c59ee03e45d3cbf98551c37b2d82aab9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7917181879736048
c72a375ccecd2362796c97057a34ebc6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7936214424065754
4fc42a1b5e0655705ba3917813865f3d	Unassigned	0.5551440715256202
84ddc86d4fada441caa8efdcd25a82d5	Unassigned	0.3475466962349292
4f8321c2441e9170ac02e300b1381b5e	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7654083663787372
4c5731b982aec3543869267ee9f76057	Unassigned	0.4583612832437871
bda3301a501edf3ecf6aff0c4cfc413f	Unassigned	0.31093457011201553
f9f9d2d168b34aaa215dbe60e4a1a301	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7863408726940225
7bae92cd9fea09811090c21007c0fbd4	d__Bacteria	0.7872555434265052
a38342d80fef2423b72dd4301b4d186f	d__Bacteria	0.7233414086981046
0345253f6c7e853da7cf9fc6e9db55f2	Unassigned	0.6167686957553311
a3cd8a691b6f3cf0edfda8e07bc68284	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9025032204145339
6be2b111723542f8add74a086677b38b	d__Eukaryota	0.7005373734560578
65fb9cfb600c00f0fe0478cb95daeaa2	Unassigned	0.3025321816647061
171dfb651eab3537f00a576db5b9cfa1	Unassigned	0.3182924204272308
1f9dc29190977008f107024c31b45059	d__Bacteria	0.704218298704154
69ffba9450e578614ed802a38abb9507	Unassigned	0.3306515385899823
4a176d317db0d751941ad3bd2bb2ff03	d__Bacteria	0.7120616392224022
86b23b64455a4a22db228e7227b0e392	d__Bacteria	0.8186192864407894
8e45c43231a0c480e3c0d0638239f229	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8066353682409327
266b7502b57321a9d6b7862bae678d32	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8645000809841112
6e475de6ba4d3747c26af4672d4f62a7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8564388443102157
4486e52d550f8ef3eaa6652a5441826a	Unassigned	0.34016311609583194
d88d8df055c010343f72b25f38a37e6f	d__Bacteria	0.7722821218346001
2f63364a47d7cb420ec550a21cea9124	d__Bacteria	0.8404750014220329
50fe301361068bba224829d81ef71317	Unassigned	0.3285664862530243
1491e2fa98923e59391b61b1ce08f9cc	d__Bacteria	0.9089767234508016
de8aa957c35287e354ab6c744f2e5798	d__Bacteria	0.8063274134054317
1c051736b084ecce93155daeb543e500	Unassigned	0.3066760017117358
f0e369f8968d7452e857ebe4470bb771	Unassigned	0.3133746878284547
0e706ade6df4cac649aa7c144baa21e9	d__Bacteria	0.7741124517580626
0450fb996924e48984c6d9ec299466de	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7346408049896881
2394ac36b18b0bd1b40f0a13970df65c	Unassigned	0.3343236204231219
3b7f6183add48cd4811b0133706d3fb0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7917212575827243
6375a64a79744b85355af33c89aa9edd	d__Bacteria	0.8435452157625134
607191ee5da8dda513da34dc62cca34d	Unassigned	0.3215623325708675
5678867e73437ab3aba1f214a882d024	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7044820933953788
ee627d02444491d2896c32c9194c1617	Unassigned	0.33560166054449136
6eca0de6eec476a5227f008244d17256	d__Bacteria	0.7116557213781647
ab197b054d5faaf12470bdd1c6b9f5cd	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.860368921030567
f53d9ac3c008d0b70a80479b3fa484bf	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8098589376354437
6c8bd42639a34203989a1086642b7e95	Unassigned	0.5782696832471124
c28a303723ed37877af02609ef9ceb7f	Unassigned	0.6193075225854789
65444ddf67d7c2ad563b1e1f0851ba2a	d__Bacteria	0.7906059154021805
b6454521dfca59daabf5840782431eba	d__Bacteria	0.7295933516157183
35a2170eb293dadaaeb5b2156dad54a2	Unassigned	0.585107704523772
bb0645a11d3ee229bf51bc7c9afe2572	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8228364814179124
074b3c1626dfda28d05ccf40b8ed26f1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9324275240358714
8dd966711e32d60a9abab93864f0a5ca	Unassigned	0.5759972589822335
6997cade328f31f8b266eb2607e7df1d	Unassigned	0.4043792681429482
23ea96a0afead7c1e4f416f9ec7dc78e	d__Bacteria	0.9170429438875207
2dea1dce9496604dca9eb3f0548544f3	Unassigned	0.30044385517273675
6832721645fa83ab9f21d7d4b6a1e21f	Unassigned	0.36292969158617694
317cdd013ff17c5e1e1ef4acbb564c2c	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9553230341367459
3214421144b38939c54826ab3d1fa51d	d__Bacteria	0.8980443058933121
925da7fccc9a91d8377bcb86b1c17fe0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8139873636485682
db5c4014caf0fa2e88af9ebbfe7c2155	Unassigned	0.3375663427385852
1779dcadf8cfccb3d3fb4f5b9c9868ae	Unassigned	0.6105056645183128
49a18df4d45f1eedce52f0e59a7e7ea8	Unassigned	0.4237779739712153
f93c5caf60206897d82227a05b1512a2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7909818653967888
7cc913a74e8a511e3a0f4df3ee397ef4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8456569670043166
a0a458c0e9ea69f8e8614f40ef87e8d9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7963492698909709
ce97ebddc27ffd3b5cad4e4f84fc0804	Unassigned	0.3953308329850703
600581bfa475930c4d6d70a1d45c78c9	Unassigned	0.40408106748570405
d73fc099dc865b9dc5527284280c47e8	d__Bacteria	0.8941142637270856
e97277591e4be33ec468b88559cdc1b0	d__Bacteria	0.7012119410536639
9322f64db899e3c7f2a2124939c766f3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8526665115167857
859539737e3f4b80169f5f0a5ef1404b	d__Bacteria	0.8361695794981157
c1cb65a1f92808e9ba116e9333e32ef3	d__Bacteria	0.7173916447189381
69acb0e7cf0b803a72604b40d2f9ddfb	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7462764080066244
8a9f9a131df1a962367f1d39242304b9	d__Bacteria	0.749699174970818
0190b9c361108d352236b090b3c9e835	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7034800194392323
d53ae9b8aa1276f42566b72adc7ec8c9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7891484575183837
a980d56a64884b623c46e0ff125ae74b	Unassigned	0.3974272806300657
ddda0c5632dd8ae4655dd225c2427ab7	d__Bacteria	0.8153929405723651
