	PC1	PC2	PC3	PC4	PC5
0.0.23	-7.410861239386253	-1.149051451094573	0.829591771515443	-0.292952223825855	-0.4586081472861835
0.0.24	-7.344104394412712	-1.1339286673382838	0.8081017152120504	-0.2967356196251738	-0.45260881519236523
0.0.25	-7.341646778390513	-1.1350445296647773	0.8071753946828966	-0.2993861098027939	-0.455011483353675
0.0.26	-7.662567920128209	-1.213477177152597	0.9105141956254252	-0.28937231358883536	-0.4927114551950581
0.0.27	-7.577923057213514	-1.1933510747897054	0.8833603215667042	-0.2927316407120761	-0.48362634387038556
0.0.28	-7.3444384400971785	-1.1352600050585966	0.8082878162282456	-0.29845146925182153	-0.454585054821296
0.0.29	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.30	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.31	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.32	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.33	-7.311078090834617	-1.125767240223936	0.7975430829406961	-0.2975747446437918	-0.4485823786277271
0.0.34	-7.451101084727111	-1.1574461052357692	0.8425140157447939	-0.28966469781158843	-0.46110697473584683
0.0.35	-7.31855669934125	-1.1287142392717342	0.7998385121522836	-0.29903613413167285	-0.4512054035984432
0.0.36	-7.319345725998227	-1.127220030691821	0.800154532587176	-0.2965486758458209	-0.44868743424754565
0.0.37	-7.313323176844037	-1.1265009085098965	0.7981827724647436	-0.29783796759543335	-0.44914026096397464
0.0.38	-7.450073942643752	-1.1624588553557353	0.8419695441976908	-0.2974244131443219	-0.4692213231292124
0.0.39	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.40	-7.342828626253926	-1.1331257115708442	0.8075391733112729	-0.2961982211208224	-0.4517142586062808
0.0.41	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.42	-7.3167722289054185	-1.1272636176781843	0.7992259494426621	-0.2976732359564821	-0.4494343707659286
0.0.43	-7.429675876163313	-1.1545607419051231	0.8352587355472558	-0.2939934536072152	-0.4622720838973784
0.0.44	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.45	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.46	-7.307813210069284	-1.1255528867485343	0.7963103031794366	-0.2986635640223048	-0.44912697098544796
0.0.47	-7.334790385706294	-1.1314956628152262	0.8050687564003431	-0.2968322710723452	-0.4512829591731934
0.0.48	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.49	-7.359682202415655	-1.1374391032482118	0.8130290279387663	-0.29590104582974563	-0.45399707408584433
0.0.50	-7.357025136144229	-1.1390151636431471	0.8120798740013419	-0.29924993378667725	-0.4571540823055578
0.0.51	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.52	-7.324057341325773	-1.129083974423783	0.8016123033408176	-0.2974674181061212	-0.450340999942652
0.0.53	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.54	-7.5226690148176445	-1.1766541921241258	0.865177221861161	-0.2902039109207055	-0.4722102046956487
0.0.55	-7.485656185109322	-1.1691873901180834	0.8531018734289655	-0.2937525299617526	-0.4703374786961573
0.0.56	-7.365850512256719	-1.139028907145825	0.8148670724034811	-0.295948548380235	-0.45486313681451335
0.0.57	-7.659100732077932	-1.212891259925615	0.9087920830805445	-0.29036174879232574	-0.492790998597243
0.0.58	-7.676015290368175	-1.2196150065186142	0.9139831658657531	-0.293771380200749	-0.4988813340169177
0.0.59	-7.27585928880829	-1.1170689847431545	0.7862564285290893	-0.29850017541160423	-0.4443027576001779
0.0.60	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.61	-7.516018351914811	-1.1778997267550597	0.8634544778383999	-0.29418737842161385	-0.47587892951118355
0.0.62	-7.3508233170567525	-1.1353238595900994	0.8101960031817467	-0.29623246469578723	-0.4530311328231848
0.0.63	-7.587802314342954	-1.1949082883721176	0.886216581841626	-0.29147079564604683	-0.4835101157605507
0.0.64	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.65	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.66	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.67	-7.775312557676202	-1.2443591711608264	0.9464961465721531	-0.2909171693817779	-0.5112567211493448
0.0.68	-7.4195605846510695	-1.1561165498406645	0.8322518953295768	-0.2998903947647391	-0.4673770659425566
0.0.69	-7.566702192405635	-1.19216142192192	0.8794412706629529	-0.2955784372231239	-0.48481631401418024
0.0.70	-7.357780712705038	-1.137869430023718	0.8121880630523124	-0.29743026150157303	-0.4551830002947323
0.0.71	-7.422642741792432	-1.1545518084109114	0.8334485231547649	-0.29628566673694096	-0.464053449766359
0.0.72	-7.397026171724636	-1.1501762069840307	0.8250360422435321	-0.2999373205829562	-0.46404444660921806
0.0.73	-7.535755737755744	-1.1828349893263488	0.869804571558154	-0.29372711460883333	-0.4783426340027272
0.0.74	-7.337735009864035	-1.1340345257829916	0.8059278500397109	-0.2994207486805238	-0.4544664738488197
0.0.75	-7.636046830810865	-1.2086941691940172	0.9017960593717153	-0.2927920284575914	-0.49229116014695956
0.0.76	-7.346360851386726	-1.1348671976574187	0.8088185741801202	-0.2972289648990699	-0.45348025660291624
0.0.77	-7.434928912728576	-1.158153247314525	0.8370089745914147	-0.2970879298510898	-0.4664692461105155
0.0.78	-7.357025136144229	-1.1390151636431471	0.8120798740013419	-0.29924993378667725	-0.4571540823055578
0.0.79	-7.36185924696827	-1.1402633128278996	0.8136215728575722	-0.2992071275284254	-0.45782759770627524
0.0.80	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.81	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.82	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.83	-7.320844707756655	-1.1283108873073777	0.800585877293634	-0.29757832005199825	-0.44998163016056814
0.0.84	-7.280001689345321	-1.118448801587144	0.7875072728443384	-0.2989654101814275	-0.4453670187087459
0.0.85	-7.3452179432613836	-1.1359665909671421	0.8083143137100408	-0.2993544869850134	-0.4555090380491675
0.0.86	-7.391432266091785	-1.1478989548421656	0.8230530260073803	-0.29894525717833415	-0.4619478763987578
0.0.87	-7.426880260679765	-1.1558194419356118	0.8344640771466156	-0.2967737012210007	-0.46494490639993796
0.0.88	-7.725688739385719	-1.2331135690923347	0.9306484964933766	-0.2936343241015543	-0.5068294084701558
0.0.89	-7.467603422433149	-1.1660103625327307	0.8474599096901964	-0.2959555495265741	-0.47015820875486675
0.0.90	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.91	-7.359682202415655	-1.1374391032482118	0.8130290279387663	-0.29590104582974563	-0.45399707408584433
0.0.92	-7.322427767717599	-1.1291552447257807	0.8009542502399798	-0.2983028461589688	-0.45089824601004824
0.0.93	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.94	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.95	-7.354376313570927	-1.1383312476437475	0.8112351091872408	-0.2992733892239364	-0.4567850335059276
0.0.96	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.97	-7.516064694110354	-1.1781783609196275	0.863479384723663	-0.29456739116865654	-0.4763211555463923
0.0.98	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.99	-7.714881519198972	-1.2301568516692722	0.9271477547636106	-0.29352301385115115	-0.5050262551908369
0.0.100	-7.539020470569196	-1.1845815129759678	0.8704535453972881	-0.295337987329563	-0.48031092736589487
0.0.101	-7.440602332046748	-1.1581358205802097	0.8390327136408714	-0.29473822907827113	-0.46493899106047026
0.0.102	-7.321375084574784	-1.130233668582234	0.8008114426298099	-0.3000948569330328	-0.45285639052598115
0.0.103	-7.444655454240877	-1.1573255103164255	0.8405342181031248	-0.2918694271243109	-0.4625965995780183
0.0.104	-7.485819512093393	-1.1699751368623388	0.8535409830064238	-0.2945048177811553	-0.4714985438149691
0.0.105	-7.323879760686235	-1.12936664716174	0.8016184182770107	-0.2978891691737232	-0.45082502786444867
0.0.106	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.107	-7.4884315168916995	-1.1723434177837748	0.8542519943381693	-0.2970052379779767	-0.47449359490650656
0.0.108	-7.521386527938376	-1.1775492472338094	0.8647863490793907	-0.2919548271394033	-0.47392810938992147
0.0.109	-7.3560931821131295	-1.1360629791537258	0.8119842270205951	-0.2952051808789611	-0.4527843624397349
0.0.110	-7.54102319474789	-1.1818042529266672	0.8710903034159396	-0.29057996916436263	-0.47539640110015746
0.0.111	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.112	-7.317293306110404	-1.1274562791490452	0.7994512159401665	-0.29770091646540287	-0.4495843652972567
0.0.113	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.114	-7.5564255510557095	-1.1891308311042017	0.8759672267616202	-0.29529383364475026	-0.48282520629004866
0.0.115	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.116	-7.480078215878893	-1.1691614740375704	0.851445795718741	-0.29573942141949905	-0.4717887048261838
0.0.117	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.118	-7.638024923179889	-1.2083999504320428	0.9026666276311833	-0.29142389888432624	-0.4912943566461482
0.0.119	-7.299602109696395	-1.1234265241060937	0.7938428670630185	-0.2986021332009384	-0.4479576084198356
0.0.120	-7.622759278642089	-1.2067812302973102	0.8976185167262101	-0.2950609199005329	-0.49288013609480535
0.0.121	-7.32067861132976	-1.127983276604565	0.8006674240224071	-0.2970604011108216	-0.44950155402095554
0.0.122	-7.608301737783512	-1.199864811498567	0.8929093133089867	-0.2906720565270372	-0.48580439966052363
0.0.123	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.124	-7.507960972872839	-1.1757586696358282	0.8606414247465427	-0.2943773989342802	-0.47470104512788075
0.0.125	-7.618543473563437	-1.2025328145798904	0.896385552205534	-0.29044172244002703	-0.4872470779316997
0.0.126	-7.6600115848308405	-1.212718478298469	0.9097026687787916	-0.28926362848460496	-0.4922451873344414
0.0.127	-7.586852746658807	-1.1947474677398275	0.8861923143092396	-0.29137403547268625	-0.4834953722090739
0.0.128	-7.282183038077407	-1.1192030273317939	0.7882531465410513	-0.2991765824385802	-0.4459572485540424
0.0.129	-7.341569171139049	-1.1330869999744348	0.8073572440530156	-0.29643553275736645	-0.4519533252959447
0.0.130	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.131	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.132	-7.417427199695231	-1.1506468864385315	0.8315502512339592	-0.2928653341136167	-0.45938892614368276
0.0.133	-7.31855669934125	-1.1287142392717342	0.7998385121522836	-0.29903613413167285	-0.4512054035984432
0.0.134	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.135	-7.307813210069284	-1.1255528867485343	0.7963103031794366	-0.2986635640223048	-0.44912697098544796
0.0.136	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.137	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.138	-7.894837201059995	-1.2731408954363148	0.9849299499700042	-0.28663036660066243	-0.5246816650835125
0.0.139	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.140	-7.467981757421051	-1.1631842310958491	0.8474238219389827	-0.2918819353317099	-0.4656460746886672
0.0.141	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.142	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.143	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.144	-7.301615821985234	-1.1235145432006897	0.7945200411316453	-0.29793664097051575	-0.4475634811836588
0.0.145	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.146	-7.447133053638557	-1.1598692346462578	0.8411716070206	-0.2947067464395413	-0.4659335980828981
0.0.147	-7.835388776340463	-1.2611609141900622	0.9658538578802636	-0.2920875570745285	-0.5216707471891004
0.0.148	-7.75748418194831	-1.2342058345776314	0.9409476097216495	-0.2829793525985617	-0.500031153285798
0.0.149	-7.5499928215159535	-1.1854045645362696	0.8743284590057047	-0.29203012947983525	-0.47860981532572117
0.0.150	-7.4881686009795905	-1.1714849312064477	0.8543085044165447	-0.2957678842879752	-0.47324430031267795
0.0.151	-7.6027368148679	-1.1986294036584086	0.891310182493211	-0.2908651122634516	-0.48532567540586247
0.0.152	-7.641608758545073	-1.2083554849733253	0.9037728391408478	-0.2900310976613483	-0.49028326565920577
0.0.153	-7.4396426825203505	-1.1583952235910382	0.8388492304465921	-0.29537646884446017	-0.46559607950010146
0.0.154	-7.310393160845619	-1.1255463894380748	0.7973633783365406	-0.2974850047042688	-0.4484122980952993
0.0.155	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.156	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.157	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.158	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.159	-7.292382960347881	-1.121708771910717	0.7915171075380676	-0.29889351179607376	-0.44717688065550376
0.0.160	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.161	-7.333421549937039	-1.1304722077158675	0.8046605109044267	-0.2958627895609465	-0.45005364977623635
0.0.162	-7.336052896611013	-1.133146093881267	0.8054246920805711	-0.2987524224948199	-0.45350625276245804
0.0.163	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.164	-7.334319888275383	-1.1309702709051643	0.8050012726384865	-0.2961884953510311	-0.4505779367208231
0.0.165	-7.34914500481674	-1.1359600399764729	0.8096281942241688	-0.29780265086866536	-0.45445009020362775
0.0.166	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.167	-7.329079972696625	-1.1302140910547855	0.8031483958051576	-0.29724072260518153	-0.45079578475733156
0.0.168	-7.297480698737046	-1.122688579636112	0.7931211518873901	-0.29838485898897843	-0.44736809872309735
0.0.169	-7.321797494870105	-1.127786504557089	0.8009393972902079	-0.2964292061330554	-0.44892540573114104
0.0.170	-7.434435206578298	-1.1551329588120136	0.8368965181733914	-0.2929086465431728	-0.46189343587247816
0.0.171	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.172	-7.395845005732551	-1.1472519384058177	0.8242834384971739	-0.29649075510112405	-0.4597963682249278
0.0.173	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.174	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.175	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.176	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.177	-7.4102095354212985	-1.1536515005546928	0.8292575507392548	-0.29990986745469617	-0.46599413719478466
0.0.178	-7.345632247913281	-1.1337869925025903	0.8084329369759095	-0.29608395197230464	-0.4520074244234571
0.0.179	-7.6148366845573605	-1.2048025697973204	0.8950702497431303	-0.2952442432865741	-0.49188065192896463
0.0.180	-7.36255707925139	-1.1395192872231388	0.8138110911058151	-0.297899592188664	-0.4564767224290379
0.0.181	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.182	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.183	-7.326400944271994	-1.1295718610753385	0.8022945963210667	-0.29733486785079455	-0.45049944557099925
0.0.184	-7.505745242831474	-1.1758532242432584	0.8596662635862442	-0.29556515113100273	-0.4754254585004222
0.0.185	-7.540729359974562	-1.1817812066532578	0.8704858015869277	-0.2910852853466747	-0.47550489388425193
0.0.186	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.187	-7.405640427530328	-1.1493053399335047	0.8274981088551706	-0.2956474034703618	-0.46041245085272164
0.0.188	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.189	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.190	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.191	-7.880907482665019	-1.2702260519514286	0.9800949828582505	-0.28805502166670666	-0.5238401239944658
0.0.192	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.193	-7.721647919838103	-1.231365915826339	0.9293783754930677	-0.2926462863270195	-0.505171797564512
0.0.194	-7.301101576473268	-1.123344974658211	0.7943785971344285	-0.2978685795529726	-0.4474282951727328
0.0.195	-7.391002130419057	-1.1440764065334539	0.8231238685858336	-0.2934604454252001	-0.45610092880915665
0.0.196	-7.411280944230114	-1.1521847474683293	0.8297519739908359	-0.29725861783458934	-0.46335940902943595
0.0.197	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.198	-7.557519369399772	-1.19000736521622	0.8766839557468546	-0.2958410474584405	-0.483896781207494
0.0.199	-7.678953946332514	-1.2177608692517712	0.9157884295804618	-0.2892625114992277	-0.4950702608387135
0.0.200	-7.714302726142667	-1.223992545125474	0.927029754745599	-0.2848400606970115	-0.49553822849097856
0.0.201	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.202	-7.3230961767116005	-1.1302548342678413	0.8012592205545596	-0.29955037617464375	-0.4524269096072109
0.0.203	-7.437282899852391	-1.1580302874525759	0.8378614689199316	-0.29593673569924006	-0.4656535879746385
0.0.204	-7.521102402630148	-1.1790552621371406	0.8649251616498218	-0.2940334808850403	-0.4763303585411436
0.0.205	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.206	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.207	-7.301023537076584	-1.1228031814374628	0.7943296787446819	-0.29714478470966893	-0.4466188727224607
0.0.208	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.209	-7.3723952703533415	-1.141471788000965	0.8168320101128563	-0.29706954363823695	-0.45695427531933114
0.0.210	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.211	-7.574574059893021	-1.1945546388041655	0.8821398104950872	-0.2958836840663486	-0.48649966775369663
0.0.212	-7.382428914565236	-1.1430031639606877	0.8201505666761968	-0.295365957414474	-0.456696947238322
0.0.213	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.214	-7.472601636422177	-1.1664999095806088	0.8490196321254968	-0.29478195568204413	-0.46957927646849734
0.0.215	-7.622882582678123	-1.2039638740367555	0.8971175026046675	-0.2913882983394682	-0.488403053563564
0.0.216	-7.639894866420617	-1.2084140325818145	0.9025668536576521	-0.2913060182958199	-0.49087831209631955
0.0.217	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.218	-7.3431661550567355	-1.1342670720464736	0.807544115991769	-0.2977909793649101	-0.4534117252701328
0.0.219	-7.328249813572078	-1.1305199344516075	0.8029944508849254	-0.29789812644727887	-0.451465576628928
0.0.220	-7.377632259839043	-1.1416878252683549	0.8189342814016352	-0.29503388784183293	-0.4558602966929944
0.0.221	-7.723023194313243	-1.2273134933136147	0.9292821150001519	-0.2867224793954839	-0.4984365632533749
0.0.222	-7.654224371873635	-1.2065049056527708	0.90774082100513	-0.28263422618343137	-0.48406459012670633
0.0.223	-7.5088084426458614	-1.1740808744851994	0.8607643576945889	-0.29175989545513115	-0.4718376435699651
0.0.224	-7.514064371833793	-1.1754929836215715	0.8624353897923417	-0.29179672478552715	-0.4726566997846412
0.0.225	-7.520491422167081	-1.1775224780799358	0.8644361693512991	-0.2923097904559177	-0.47413007909000937
0.0.226	-7.812422320640696	-1.2508851747606446	0.9584286034533235	-0.2860992777810404	-0.51156487225016
0.0.227	-7.575501985293719	-1.1923451419769482	0.8822927051745686	-0.2924733120733907	-0.4827981293776188
0.0.228	-7.324023603694202	-1.129481377919531	0.8018092313210616	-0.29788617539315837	-0.45097406568720866
0.0.229	-7.63289608100859	-1.202346703922659	0.9004692740243936	-0.28514350641113445	-0.4832364377661418
0.0.230	-7.320494507248175	-1.1278578370783736	0.8004193024890444	-0.29710850826786245	-0.44937885067868977
0.0.231	-7.405546494442366	-1.148205921614217	0.8277175677697746	-0.293899190459813	-0.45869497116652064
0.0.232	-7.728591467045777	-1.22952584836582	0.930964778986018	-0.2878583544196275	-0.5004201697197064
0.0.233	-7.586023937279328	-1.19142810138987	0.8860214249501314	-0.28684577533385774	-0.4785127744574675
0.0.234	-7.6202263724623265	-1.2041461175321098	0.8967952848858378	-0.29223791600768967	-0.48938391984702034
0.0.235	-7.37414395020184	-1.1416650145425087	0.8177168365289337	-0.29641305606060503	-0.4567617024811626
0.0.236	-7.555362758359856	-1.1858071205431755	0.8756707341288458	-0.290874998868305	-0.47785256617618366
0.0.237	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.238	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.239	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.240	-7.403217108300373	-1.1483434534966068	0.8270477428560037	-0.2949202779095577	-0.4595186621236253
0.0.241	-7.2777463537885065	-1.1176952792416406	0.7868250830375244	-0.2987089914769642	-0.4447814710066894
0.0.242	-7.423395068607021	-1.1538936132593631	0.8334408006952791	-0.29525763294546187	-0.46284235032045107
0.0.243	-7.4021149364408805	-1.150657180040662	0.826459952587703	-0.2988506616751645	-0.46343624587616417
0.0.244	-7.722841548600613	-1.2283677528317332	0.9290673427773507	-0.2884299170763912	-0.5001337880305511
0.0.245	-7.495931452786532	-1.172172135153399	0.8565393947643933	-0.29399913030601627	-0.47225213311187003
0.0.246	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.247	-7.418090325246346	-1.152361160302939	0.831791970923995	-0.29504342728340127	-0.46187072310071997
0.0.248	-7.670164073693449	-1.2148635155688896	0.9127250850624937	-0.288669053689652	-0.4929394087342518
0.0.249	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.250	-7.551999811406577	-1.1837839061398783	0.8746634618099556	-0.2891995683650458	-0.4755934177674864
0.0.251	-7.748604047662315	-1.2313823974718345	0.9377213538296959	-0.2826236573400296	-0.4980085506380989
0.0.252	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.253	-7.335582947269171	-1.1314077672796812	0.8054314838129989	-0.2963139329889742	-0.4509233003690136
0.0.254	-7.480081331309705	-1.1679322687834148	0.8512752211147988	-0.2941032209641745	-0.46984235252440393
0.0.255	-7.3381048683983305	-1.1320115344900408	0.8060332914039213	-0.29639075058932635	-0.45122031024229303
0.0.256	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.257	-7.243231149785232	-1.1096339854961037	0.7757885962460139	-0.30025758440637335	-0.4412996666515638
0.0.258	-7.4821615198528875	-1.168763880074578	0.8521392123432471	-0.2943394579792232	-0.4705647560428631
